source	file	byte_offset	length	object_path_id	script	gameobject_path_id	gameobject_name	kind
Highlighted	resources.assets	16179652	11	2470	Unity.RenderPipelines.Core.Runtime:UnityEngine.Rendering.UI.UIFoldout	698	Header	mono_string_candidate
Pressed	resources.assets	16179668	7	2470	Unity.RenderPipelines.Core.Runtime:UnityEngine.Rendering.UI.UIFoldout	698	Header	mono_string_candidate
Highlighted	resources.assets	16179680	11	2470	Unity.RenderPipelines.Core.Runtime:UnityEngine.Rendering.UI.UIFoldout	698	Header	mono_string_candidate
Disabled	resources.assets	16179696	8	2470	Unity.RenderPipelines.Core.Runtime:UnityEngine.Rendering.UI.UIFoldout	698	Header	mono_string_candidate
"BitField
"	resources.assets	16180324	9	2475	UnityEngine.UI:UnityEngine.UI.Text	693	Text	mono_string_candidate
"BitField
"	resources.assets	16180484	9	2476	UnityEngine.UI:UnityEngine.UI.Text	694	Text	mono_string_candidate
New Text	resources.assets	16182548	8	2489	UnityEngine.UI:UnityEngine.UI.Text	598	Text	mono_string_candidate
New Text	resources.assets	16182708	8	2490	UnityEngine.UI:UnityEngine.UI.Text	599	Text	mono_string_candidate
Normal	resources.assets	16182952	6	2491	UnityEngine.UI:UnityEngine.UI.Button	821	>>>	mono_string_candidate
Highlighted	resources.assets	16182964	11	2491	UnityEngine.UI:UnityEngine.UI.Button	821	>>>	mono_string_candidate
Pressed	resources.assets	16182980	7	2491	UnityEngine.UI:UnityEngine.UI.Button	821	>>>	mono_string_candidate
Selected	resources.assets	16182992	8	2491	UnityEngine.UI:UnityEngine.UI.Button	821	>>>	mono_string_candidate
Disabled	resources.assets	16183004	8	2491	UnityEngine.UI:UnityEngine.UI.Button	821	>>>	mono_string_candidate
OnIncrement	resources.assets	16183052	11	2491	UnityEngine.UI:UnityEngine.UI.Button	821	>>>	mono_string_candidate
UnityEngine.Object, UnityEngine	resources.assets	16183084	31	2491	UnityEngine.UI:UnityEngine.UI.Button	821	>>>	mono_string_candidate
Normal	resources.assets	16183528	6	2493	UnityEngine.UI:UnityEngine.UI.Toggle	498	Toggle	mono_string_candidate
Highlighted	resources.assets	16183540	11	2493	UnityEngine.UI:UnityEngine.UI.Toggle	498	Toggle	mono_string_candidate
Pressed	resources.assets	16183556	7	2493	UnityEngine.UI:UnityEngine.UI.Toggle	498	Toggle	mono_string_candidate
Highlighted	resources.assets	16183568	11	2493	UnityEngine.UI:UnityEngine.UI.Toggle	498	Toggle	mono_string_candidate
Disabled	resources.assets	16183584	8	2493	UnityEngine.UI:UnityEngine.UI.Toggle	498	Toggle	mono_string_candidate
Normal	resources.assets	16183880	6	2494	UnityEngine.UI:UnityEngine.UI.Toggle	499	Toggle	mono_string_candidate
Highlighted	resources.assets	16183892	11	2494	UnityEngine.UI:UnityEngine.UI.Toggle	499	Toggle	mono_string_candidate
Pressed	resources.assets	16183908	7	2494	UnityEngine.UI:UnityEngine.UI.Toggle	499	Toggle	mono_string_candidate
Highlighted	resources.assets	16183920	11	2494	UnityEngine.UI:UnityEngine.UI.Toggle	499	Toggle	mono_string_candidate
Disabled	resources.assets	16183936	8	2494	UnityEngine.UI:UnityEngine.UI.Toggle	499	Toggle	mono_string_candidate
Normal	resources.assets	16184456	6	2497	UnityEngine.UI:UnityEngine.UI.Button	777	Decrement	mono_string_candidate
Highlighted	resources.assets	16184468	11	2497	UnityEngine.UI:UnityEngine.UI.Button	777	Decrement	mono_string_candidate
Pressed	resources.assets	16184484	7	2497	UnityEngine.UI:UnityEngine.UI.Button	777	Decrement	mono_string_candidate
Selected	resources.assets	16184496	8	2497	UnityEngine.UI:UnityEngine.UI.Button	777	Decrement	mono_string_candidate
Disabled	resources.assets	16184508	8	2497	UnityEngine.UI:UnityEngine.UI.Button	777	Decrement	mono_string_candidate
UnityEngine.Rendering.UI.DebugUIHandlerObjectPopupField, Unity.RenderPipelines.Core.Runtime	resources.assets	16184552	91	2497	UnityEngine.UI:UnityEngine.UI.Button	777	Decrement	mono_string_candidate
OnDecrement	resources.assets	16184648	11	2497	UnityEngine.UI:UnityEngine.UI.Button	777	Decrement	mono_string_candidate
UnityEngine.Object, UnityEngine	resources.assets	16184680	31	2497	UnityEngine.UI:UnityEngine.UI.Button	777	Decrement	mono_string_candidate
New Text	resources.assets	16185620	8	2504	UnityEngine.UI:UnityEngine.UI.Text	467	Text	mono_string_candidate
New Text	resources.assets	16185780	8	2505	UnityEngine.UI:UnityEngine.UI.Text	468	Text	mono_string_candidate
Normal	resources.assets	16186824	6	2512	UnityEngine.UI:UnityEngine.UI.Toggle	785	Toggle	mono_string_candidate
Highlighted	resources.assets	16186836	11	2512	UnityEngine.UI:UnityEngine.UI.Toggle	785	Toggle	mono_string_candidate
Pressed	resources.assets	16186852	7	2512	UnityEngine.UI:UnityEngine.UI.Toggle	785	Toggle	mono_string_candidate
Highlighted	resources.assets	16186864	11	2512	UnityEngine.UI:UnityEngine.UI.Toggle	785	Toggle	mono_string_candidate
Disabled	resources.assets	16186880	8	2512	UnityEngine.UI:UnityEngine.UI.Toggle	785	Toggle	mono_string_candidate
Normal	resources.assets	16187176	6	2513	UnityEngine.UI:UnityEngine.UI.Toggle	786	Toggle	mono_string_candidate
Highlighted	resources.assets	16187188	11	2513	UnityEngine.UI:UnityEngine.UI.Toggle	786	Toggle	mono_string_candidate
Pressed	resources.assets	16187204	7	2513	UnityEngine.UI:UnityEngine.UI.Toggle	786	Toggle	mono_string_candidate
Highlighted	resources.assets	16187216	11	2513	UnityEngine.UI:UnityEngine.UI.Toggle	786	Toggle	mono_string_candidate
Disabled	resources.assets	16187232	8	2513	UnityEngine.UI:UnityEngine.UI.Toggle	786	Toggle	mono_string_candidate
Normal	resources.assets	16187528	6	2514	UnityEngine.UI:UnityEngine.UI.Toggle	795	Toggle	mono_string_candidate
Highlighted	resources.assets	16187540	11	2514	UnityEngine.UI:UnityEngine.UI.Toggle	795	Toggle	mono_string_candidate
Pressed	resources.assets	16187556	7	2514	UnityEngine.UI:UnityEngine.UI.Toggle	795	Toggle	mono_string_candidate
Highlighted	resources.assets	16187568	11	2514	UnityEngine.UI:UnityEngine.UI.Toggle	795	Toggle	mono_string_candidate
Disabled	resources.assets	16187584	8	2514	UnityEngine.UI:UnityEngine.UI.Toggle	795	Toggle	mono_string_candidate
Normal	resources.assets	16187880	6	2515	UnityEngine.UI:UnityEngine.UI.Toggle	796	Toggle	mono_string_candidate
Highlighted	resources.assets	16187892	11	2515	UnityEngine.UI:UnityEngine.UI.Toggle	796	Toggle	mono_string_candidate
Pressed	resources.assets	16187908	7	2515	UnityEngine.UI:UnityEngine.UI.Toggle	796	Toggle	mono_string_candidate
Highlighted	resources.assets	16187920	11	2515	UnityEngine.UI:UnityEngine.UI.Toggle	796	Toggle	mono_string_candidate
Disabled	resources.assets	16187936	8	2515	UnityEngine.UI:UnityEngine.UI.Toggle	796	Toggle	mono_string_candidate
Normal	resources.assets	16188520	6	2518	UnityEngine.UI:UnityEngine.UI.Button	708	Decrement	mono_string_candidate
Highlighted	resources.assets	16188532	11	2518	UnityEngine.UI:UnityEngine.UI.Button	708	Decrement	mono_string_candidate
Pressed	resources.assets	16188548	7	2518	UnityEngine.UI:UnityEngine.UI.Button	708	Decrement	mono_string_candidate
Selected	resources.assets	16188560	8	2518	UnityEngine.UI:UnityEngine.UI.Button	708	Decrement	mono_string_candidate
Disabled	resources.assets	16188572	8	2518	UnityEngine.UI:UnityEngine.UI.Button	708	Decrement	mono_string_candidate
OnDecrement	resources.assets	16188620	11	2518	UnityEngine.UI:UnityEngine.UI.Button	708	Decrement	mono_string_candidate
UnityEngine.Object, UnityEngine	resources.assets	16188652	31	2518	UnityEngine.UI:UnityEngine.UI.Button	708	Decrement	mono_string_candidate
Normal	resources.assets	16188936	6	2519	UnityEngine.UI:UnityEngine.UI.Button	709	Decrement	mono_string_candidate
Highlighted	resources.assets	16188948	11	2519	UnityEngine.UI:UnityEngine.UI.Button	709	Decrement	mono_string_candidate
Pressed	resources.assets	16188964	7	2519	UnityEngine.UI:UnityEngine.UI.Button	709	Decrement	mono_string_candidate
Selected	resources.assets	16188976	8	2519	UnityEngine.UI:UnityEngine.UI.Button	709	Decrement	mono_string_candidate
Disabled	resources.assets	16188988	8	2519	UnityEngine.UI:UnityEngine.UI.Button	709	Decrement	mono_string_candidate
OnDecrement	resources.assets	16189036	11	2519	UnityEngine.UI:UnityEngine.UI.Button	709	Decrement	mono_string_candidate
UnityEngine.Object, UnityEngine	resources.assets	16189068	31	2519	UnityEngine.UI:UnityEngine.UI.Button	709	Decrement	mono_string_candidate
Reset	resources.assets	16190068	5	2526	UnityEngine.UI:UnityEngine.UI.Text	822	Text	mono_string_candidate
Normal	resources.assets	16190312	6	2527	UnityEngine.UI:UnityEngine.UI.Toggle	813	Toggle	mono_string_candidate
Highlighted	resources.assets	16190324	11	2527	UnityEngine.UI:UnityEngine.UI.Toggle	813	Toggle	mono_string_candidate
Pressed	resources.assets	16190340	7	2527	UnityEngine.UI:UnityEngine.UI.Toggle	813	Toggle	mono_string_candidate
Highlighted	resources.assets	16190352	11	2527	UnityEngine.UI:UnityEngine.UI.Toggle	813	Toggle	mono_string_candidate
Disabled	resources.assets	16190368	8	2527	UnityEngine.UI:UnityEngine.UI.Toggle	813	Toggle	mono_string_candidate
Normal	resources.assets	16190664	6	2528	UnityEngine.UI:UnityEngine.UI.Toggle	814	Toggle	mono_string_candidate
Highlighted	resources.assets	16190676	11	2528	UnityEngine.UI:UnityEngine.UI.Toggle	814	Toggle	mono_string_candidate
Pressed	resources.assets	16190692	7	2528	UnityEngine.UI:UnityEngine.UI.Toggle	814	Toggle	mono_string_candidate
Highlighted	resources.assets	16190704	11	2528	UnityEngine.UI:UnityEngine.UI.Toggle	814	Toggle	mono_string_candidate
Disabled	resources.assets	16190720	8	2528	UnityEngine.UI:UnityEngine.UI.Toggle	814	Toggle	mono_string_candidate
Panel Title	resources.assets	16191828	11	2535	UnityEngine.UI:UnityEngine.UI.Text	463	Title	mono_string_candidate
Normal	resources.assets	16192296	6	2538	UnityEngine.UI:UnityEngine.UI.Toggle	587	Toggle	mono_string_candidate
Highlighted	resources.assets	16192308	11	2538	UnityEngine.UI:UnityEngine.UI.Toggle	587	Toggle	mono_string_candidate
Pressed	resources.assets	16192324	7	2538	UnityEngine.UI:UnityEngine.UI.Toggle	587	Toggle	mono_string_candidate
Highlighted	resources.assets	16192336	11	2538	UnityEngine.UI:UnityEngine.UI.Toggle	587	Toggle	mono_string_candidate
Disabled	resources.assets	16192352	8	2538	UnityEngine.UI:UnityEngine.UI.Toggle	587	Toggle	mono_string_candidate
Normal	resources.assets	16192648	6	2539	UnityEngine.UI:UnityEngine.UI.Toggle	588	Toggle	mono_string_candidate
Highlighted	resources.assets	16192660	11	2539	UnityEngine.UI:UnityEngine.UI.Toggle	588	Toggle	mono_string_candidate
Pressed	resources.assets	16192676	7	2539	UnityEngine.UI:UnityEngine.UI.Toggle	588	Toggle	mono_string_candidate
Highlighted	resources.assets	16192688	11	2539	UnityEngine.UI:UnityEngine.UI.Toggle	588	Toggle	mono_string_candidate
Disabled	resources.assets	16192704	8	2539	UnityEngine.UI:UnityEngine.UI.Toggle	588	Toggle	mono_string_candidate
UnityEngine.Rendering.UI.DebugUIHandlerPanel, Unity.RenderPipelines.Core.Runtime	resources.assets	16193340	80	2544	UnityEngine.UI:UnityEngine.EventSystems.EventTrigger	384	Scrollbar Vertical	mono_string_candidate
OnScrollbarClicked	resources.assets	16193424	18	2544	UnityEngine.UI:UnityEngine.EventSystems.EventTrigger	384	Scrollbar Vertical	mono_string_candidate
UnityEngine.Object, UnityEngine	resources.assets	16193464	31	2544	UnityEngine.UI:UnityEngine.EventSystems.EventTrigger	384	Scrollbar Vertical	mono_string_candidate
New Text	resources.assets	16194180	8	2549	UnityEngine.UI:UnityEngine.UI.Text	720	Text	mono_string_candidate
New Text	resources.assets	16194340	8	2550	UnityEngine.UI:UnityEngine.UI.Text	721	Text	mono_string_candidate
New Text	resources.assets	16194724	8	2553	UnityEngine.UI:UnityEngine.UI.Text	509	Text	mono_string_candidate
New Text	resources.assets	16194884	8	2554	UnityEngine.UI:UnityEngine.UI.Text	510	Text	mono_string_candidate
New Text	resources.assets	16195044	8	2555	UnityEngine.UI:UnityEngine.UI.Text	828	Text	mono_string_candidate
New Text	resources.assets	16195204	8	2556	UnityEngine.UI:UnityEngine.UI.Text	829	Text	mono_string_candidate
New Text	resources.assets	16195364	8	2557	UnityEngine.UI:UnityEngine.UI.Text	683	Text	mono_string_candidate
New Text	resources.assets	16195524	8	2558	UnityEngine.UI:UnityEngine.UI.Text	684	Text	mono_string_candidate
Normal	resources.assets	16196504	6	2564	UnityEngine.UI:UnityEngine.UI.Toggle	603	Toggle	mono_string_candidate
Highlighted	resources.assets	16196516	11	2564	UnityEngine.UI:UnityEngine.UI.Toggle	603	Toggle	mono_string_candidate
Pressed	resources.assets	16196532	7	2564	UnityEngine.UI:UnityEngine.UI.Toggle	603	Toggle	mono_string_candidate
Highlighted	resources.assets	16196544	11	2564	UnityEngine.UI:UnityEngine.UI.Toggle	603	Toggle	mono_string_candidate
Disabled	resources.assets	16196560	8	2564	UnityEngine.UI:UnityEngine.UI.Toggle	603	Toggle	mono_string_candidate
Normal	resources.assets	16196856	6	2565	UnityEngine.UI:UnityEngine.UI.Toggle	604	Toggle	mono_string_candidate
Highlighted	resources.assets	16196868	11	2565	UnityEngine.UI:UnityEngine.UI.Toggle	604	Toggle	mono_string_candidate
Pressed	resources.assets	16196884	7	2565	UnityEngine.UI:UnityEngine.UI.Toggle	604	Toggle	mono_string_candidate
Highlighted	resources.assets	16196896	11	2565	UnityEngine.UI:UnityEngine.UI.Toggle	604	Toggle	mono_string_candidate
Disabled	resources.assets	16196912	8	2565	UnityEngine.UI:UnityEngine.UI.Toggle	604	Toggle	mono_string_candidate
Normal	resources.assets	16197208	6	2566	UnityEngine.UI:UnityEngine.UI.Toggle	442	Toggle	mono_string_candidate
Highlighted	resources.assets	16197220	11	2566	UnityEngine.UI:UnityEngine.UI.Toggle	442	Toggle	mono_string_candidate
Pressed	resources.assets	16197236	7	2566	UnityEngine.UI:UnityEngine.UI.Toggle	442	Toggle	mono_string_candidate
Highlighted	resources.assets	16197248	11	2566	UnityEngine.UI:UnityEngine.UI.Toggle	442	Toggle	mono_string_candidate
Disabled	resources.assets	16197264	8	2566	UnityEngine.UI:UnityEngine.UI.Toggle	442	Toggle	mono_string_candidate
Normal	resources.assets	16197560	6	2567	UnityEngine.UI:UnityEngine.UI.Toggle	443	Toggle	mono_string_candidate
Highlighted	resources.assets	16197572	11	2567	UnityEngine.UI:UnityEngine.UI.Toggle	443	Toggle	mono_string_candidate
Pressed	resources.assets	16197588	7	2567	UnityEngine.UI:UnityEngine.UI.Toggle	443	Toggle	mono_string_candidate
Highlighted	resources.assets	16197600	11	2567	UnityEngine.UI:UnityEngine.UI.Toggle	443	Toggle	mono_string_candidate
Disabled	resources.assets	16197616	8	2567	UnityEngine.UI:UnityEngine.UI.Toggle	443	Toggle	mono_string_candidate
New Text	resources.assets	16198500	8	2574	UnityEngine.UI:UnityEngine.UI.Text	793	Text	mono_string_candidate
New Text	resources.assets	16198660	8	2575	UnityEngine.UI:UnityEngine.UI.Text	794	Text	mono_string_candidate
Normal	resources.assets	16199928	6	2584	UnityEngine.UI:UnityEngine.UI.Toggle	783	Toggle	mono_string_candidate
Highlighted	resources.assets	16199940	11	2584	UnityEngine.UI:UnityEngine.UI.Toggle	783	Toggle	mono_string_candidate
Pressed	resources.assets	16199956	7	2584	UnityEngine.UI:UnityEngine.UI.Toggle	783	Toggle	mono_string_candidate
Highlighted	resources.assets	16199968	11	2584	UnityEngine.UI:UnityEngine.UI.Toggle	783	Toggle	mono_string_candidate
Disabled	resources.assets	16199984	8	2584	UnityEngine.UI:UnityEngine.UI.Toggle	783	Toggle	mono_string_candidate
Normal	resources.assets	16200280	6	2585	UnityEngine.UI:UnityEngine.UI.Toggle	784	Toggle	mono_string_candidate
Highlighted	resources.assets	16200292	11	2585	UnityEngine.UI:UnityEngine.UI.Toggle	784	Toggle	mono_string_candidate
Pressed	resources.assets	16200308	7	2585	UnityEngine.UI:UnityEngine.UI.Toggle	784	Toggle	mono_string_candidate
Highlighted	resources.assets	16200320	11	2585	UnityEngine.UI:UnityEngine.UI.Toggle	784	Toggle	mono_string_candidate
Disabled	resources.assets	16200336	8	2585	UnityEngine.UI:UnityEngine.UI.Toggle	784	Toggle	mono_string_candidate
Normal	resources.assets	16200632	6	2586	UnityEngine.UI:UnityEngine.UI.Toggle	566	Toggle	mono_string_candidate
Highlighted	resources.assets	16200644	11	2586	UnityEngine.UI:UnityEngine.UI.Toggle	566	Toggle	mono_string_candidate
Pressed	resources.assets	16200660	7	2586	UnityEngine.UI:UnityEngine.UI.Toggle	566	Toggle	mono_string_candidate
Highlighted	resources.assets	16200672	11	2586	UnityEngine.UI:UnityEngine.UI.Toggle	566	Toggle	mono_string_candidate
Disabled	resources.assets	16200688	8	2586	UnityEngine.UI:UnityEngine.UI.Toggle	566	Toggle	mono_string_candidate
Normal	resources.assets	16200984	6	2587	UnityEngine.UI:UnityEngine.UI.Toggle	567	Toggle	mono_string_candidate
Highlighted	resources.assets	16200996	11	2587	UnityEngine.UI:UnityEngine.UI.Toggle	567	Toggle	mono_string_candidate
Pressed	resources.assets	16201012	7	2587	UnityEngine.UI:UnityEngine.UI.Toggle	567	Toggle	mono_string_candidate
Highlighted	resources.assets	16201024	11	2587	UnityEngine.UI:UnityEngine.UI.Toggle	567	Toggle	mono_string_candidate
Disabled	resources.assets	16201040	8	2587	UnityEngine.UI:UnityEngine.UI.Toggle	567	Toggle	mono_string_candidate
Normal	resources.assets	16202136	6	2594	UnityEngine.UI:UnityEngine.UI.Toggle	609	Toggle	mono_string_candidate
Highlighted	resources.assets	16202148	11	2594	UnityEngine.UI:UnityEngine.UI.Toggle	609	Toggle	mono_string_candidate
Pressed	resources.assets	16202164	7	2594	UnityEngine.UI:UnityEngine.UI.Toggle	609	Toggle	mono_string_candidate
Highlighted	resources.assets	16202176	11	2594	UnityEngine.UI:UnityEngine.UI.Toggle	609	Toggle	mono_string_candidate
Disabled	resources.assets	16202192	8	2594	UnityEngine.UI:UnityEngine.UI.Toggle	609	Toggle	mono_string_candidate
Normal	resources.assets	16202488	6	2595	UnityEngine.UI:UnityEngine.UI.Toggle	610	Toggle	mono_string_candidate
Highlighted	resources.assets	16202500	11	2595	UnityEngine.UI:UnityEngine.UI.Toggle	610	Toggle	mono_string_candidate
Pressed	resources.assets	16202516	7	2595	UnityEngine.UI:UnityEngine.UI.Toggle	610	Toggle	mono_string_candidate
Highlighted	resources.assets	16202528	11	2595	UnityEngine.UI:UnityEngine.UI.Toggle	610	Toggle	mono_string_candidate
Disabled	resources.assets	16202544	8	2595	UnityEngine.UI:UnityEngine.UI.Toggle	610	Toggle	mono_string_candidate
Normal	resources.assets	16204296	6	2607	UnityEngine.UI:UnityEngine.UI.Button	751	<<<	mono_string_candidate
Highlighted	resources.assets	16204308	11	2607	UnityEngine.UI:UnityEngine.UI.Button	751	<<<	mono_string_candidate
Pressed	resources.assets	16204324	7	2607	UnityEngine.UI:UnityEngine.UI.Button	751	<<<	mono_string_candidate
Selected	resources.assets	16204336	8	2607	UnityEngine.UI:UnityEngine.UI.Button	751	<<<	mono_string_candidate
Disabled	resources.assets	16204348	8	2607	UnityEngine.UI:UnityEngine.UI.Button	751	<<<	mono_string_candidate
