source	asset_file	object_type	object_name	path_id	field_path	offset_or_location	confidence	notes
I could barely see the end of my own boat.<br>I spent so much time staring into the fog, trying to understand where I was, that I may have started seeing figures in it.<br>I remember something cold touching my shoulders. I’m never sleeping in the fog again.	resources.assets	TextAsset	journals	158	m_Script[thefog_tryseeing_lost].text	csv row 84	high	player-facing TextAsset CSV payload
The Man in the Fog	resources.assets	TextAsset	journals	158	m_Script[thefog_tryseeing_lost].title	csv row 84	high	player-facing TextAsset CSV payload
I swear I saw a face in it.	resources.assets	TextAsset	journals	158	m_Script[themoon_lookat_regular].text	csv row 133	high	player-facing TextAsset CSV payload
The Moon	resources.assets	TextAsset	journals	158	m_Script[themoon_lookat_regular].title	csv row 133	high	player-facing TextAsset CSV payload
I need to keep my eyes closed   I need to keep my eyes closed   I need to keep my eyes closed   I need to keep my eyes closed   I need to keep my eyes closed   I need to keep my eyes closed   I need to keep my eyes closed   I need to keep my eyes closed   I need to keep my eyes closed   I need to keep my eyes closed   	resources.assets	TextAsset	journals	158	m_Script[themoon_lookat_scary].text	csv row 134	high	player-facing TextAsset CSV payload
The Moon	resources.assets	TextAsset	journals	158	m_Script[themoon_lookat_scary].title	csv row 134	high	player-facing TextAsset CSV payload
I swear I saw a face in it.	resources.assets	TextAsset	journals	158	m_Script[themoon_sleep].text	csv row 136	high	player-facing TextAsset CSV payload
The Moon	resources.assets	TextAsset	journals	158	m_Script[themoon_sleep].title	csv row 136	high	player-facing TextAsset CSV payload
I need to keep my eyes closed   I need to keep my eyes closed   I need to keep my eyes closed   I need to keep my eyes closed   I need to keep my eyes closed   I need to keep my eyes closed   I need to keep my eyes closed   I need to keep my eyes closed   I need to keep my eyes closed   I need to keep my eyes closed   	resources.assets	TextAsset	journals	158	m_Script[themoon_sleep_fail].text	csv row 137	high	player-facing TextAsset CSV payload
The Moon	resources.assets	TextAsset	journals	158	m_Script[themoon_sleep_fail].title	csv row 137	high	player-facing TextAsset CSV payload
I swear I saw a face in it.	resources.assets	TextAsset	journals	158	m_Script[themoon_umbrella].text	csv row 135	high	player-facing TextAsset CSV payload
The Moon	resources.assets	TextAsset	journals	158	m_Script[themoon_umbrella].title	csv row 135	high	player-facing TextAsset CSV payload
A small boat, smaller than ours, passed by. Someone was in it, but I couldn’t make out their face, or any features at all.<br>They didn’t answer my questions, only offered a single trade for my supplies. The deal seemed fair, so I accepted.<br>They disappeared within minutes.	resources.assets	TextAsset	journals	158	m_Script[trade_accept].text	csv row 116	high	player-facing TextAsset CSV payload
Night Trader	resources.assets	TextAsset	journals	158	m_Script[trade_accept].title	csv row 116	high	player-facing TextAsset CSV payload
A small boat, smaller than ours, passed by. Someone was in it, but I couldn’t make out their face, or any features at all.<br>They didn’t answer my questions, only offered a single trade for my supplies. I didn’t find it very beneficial, so I refused.<br>They disappeared in seconds.	resources.assets	TextAsset	journals	158	m_Script[trade_decline].text	csv row 117	high	player-facing TextAsset CSV payload
Night Trader	resources.assets	TextAsset	journals	158	m_Script[trade_decline].title	csv row 117	high	player-facing TextAsset CSV payload
If I hadn’t woken up, the boat would’ve been in pieces by dawn, with me under it.<br>A whirlpool emerged nearby, so I dropped anchor to keep myself in place.<br>Just how deep could it have gone?	resources.assets	TextAsset	journals	158	m_Script[vortex_anchor].text	csv row 85	high	player-facing TextAsset CSV payload
Whirlpool	resources.assets	TextAsset	journals	158	m_Script[vortex_anchor].title	csv row 85	high	player-facing TextAsset CSV payload
A loud noise shattered my sleep, followed by a heavy pull on the boat that I felt in my very bones.<br>A whirlpool emerged not far away, making its presence known.<br>The waters were shallow enough not to swallow the boat whole, but it was still a very shaky ride…	resources.assets	TextAsset	journals	158	m_Script[vortex_sleep_bad].text	csv row 88	high	player-facing TextAsset CSV payload
Whirlpool	resources.assets	TextAsset	journals	158	m_Script[vortex_sleep_bad].title	csv row 88	high	player-facing TextAsset CSV payload
A loud noise shattered my sleep, followed by a heavy pull on the boat that I felt in my very bones.<br>A whirlpool emerged not far away, making its presence known.<br>With no way around, I decided to trust the waves. Luckily, by morning, there were no holes in the sea.	resources.assets	TextAsset	journals	158	m_Script[vortex_sleep_good].text	csv row 87	high	player-facing TextAsset CSV payload
Whirlpool	resources.assets	TextAsset	journals	158	m_Script[vortex_sleep_good].title	csv row 87	high	player-facing TextAsset CSV payload
If I hadn’t woken up, the whirlpool near the boat would’ve dragged me under, flushed down by the sea.<br>I stayed awake with a swim ring on for safety until the boat finally stopped swaying and drifted far enough from the vortex.	resources.assets	TextAsset	journals	158	m_Script[vortex_swimbelt].text	csv row 86	high	player-facing TextAsset CSV payload
Whirlpool	resources.assets	TextAsset	journals	158	m_Script[vortex_swimbelt].title	csv row 86	high	player-facing TextAsset CSV payload
This morning I found a small lily pad in my boat.<br>I have no recollection of bringing it with me, and I can hardly believe one could just drift out here in the middle of nowhere…	resources.assets	TextAsset	journals	158	m_Script[weirdflowers_gotone].text	csv row 46	high	player-facing TextAsset CSV payload
Petals	resources.assets	TextAsset	journals	158	m_Script[weirdflowers_gotone].title	csv row 46	high	player-facing TextAsset CSV payload
Was I dreaming? It felt so surreal… I was surrounded by flowers?<br>They looked alive, watching me. <br>The morning was like any other, so maybe it really was just a vivid dream.	resources.assets	TextAsset	journals	158	m_Script[weirdflowers_sleep].text	csv row 47	high	player-facing TextAsset CSV payload
Petals	resources.assets	TextAsset	journals	158	m_Script[weirdflowers_sleep].title	csv row 47	high	player-facing TextAsset CSV payload
The wind blew strongly, not letting me rest. If I were a little less careful, it could easily tip me off the boat and send me into the ocean…<br>While trying to navigate out of the situation, a fish carried by the currents flew straight into my face. I can’t decline any food that the greater forces send me.	resources.assets	TextAsset	journals	158	m_Script[windy_map].text	csv row 145	high	player-facing TextAsset CSV payload
Breeze	resources.assets	TextAsset	journals	158	m_Script[windy_map].title	csv row 145	high	player-facing TextAsset CSV payload
The wind blew strongly, not letting me rest…<br>My supplies could easily be damaged or swept away by the currents, so I secured them with my net. I still needed to rearrange everything in the morning, but nothing was damaged…<br>Except for the net.	resources.assets	TextAsset	journals	158	m_Script[windy_net].text	csv row 144	high	player-facing TextAsset CSV payload
Breeze	resources.assets	TextAsset	journals	158	m_Script[windy_net].title	csv row 144	high	player-facing TextAsset CSV payload
The wind blew strongly, not letting me rest…<br>I had to decide between placing my supplies at the bottom of the boat or taking that spot for myself so I could get some restful sleep without the wind blowing into my face.	resources.assets	TextAsset	journals	158	m_Script[windy_sleep].text	csv row 146	high	player-facing TextAsset CSV payload
Breeze	resources.assets	TextAsset	journals	158	m_Script[windy_sleep].title	csv row 146	high	player-facing TextAsset CSV payload
The wind blew strongly, not letting me rest. If I were a little less careful, it could easily tip me off the boat and send me into the ocean…<br>Waiting for the currents to calm down, I held up my umbrella to protect myself from the cold air blowing straight into my face. My hands are tired.	resources.assets	TextAsset	journals	158	m_Script[windy_umbrella].text	csv row 142	high	player-facing TextAsset CSV payload
Breeze	resources.assets	TextAsset	journals	158	m_Script[windy_umbrella].title	csv row 142	high	player-facing TextAsset CSV payload
The wind blew strongly, not letting me rest. If I were a little less careful, it could easily tip me off the boat and send me into the ocean…<br>Waiting for the currents to calm down, I tried fighting against them with an umbrella, but the wind ripped it from my hand in an instant. I need to strengthen my grip.	resources.assets	TextAsset	journals	158	m_Script[windy_umbrella_lose].text	csv row 143	high	player-facing TextAsset CSV payload
Breeze	resources.assets	TextAsset	journals	158	m_Script[windy_umbrella_lose].title	csv row 143	high	player-facing TextAsset CSV payload
.. I’m not sold on the idea that all this was a coincidence.	resources.assets	raw_bytes			known_string_search	byte 13672403 (utf-8)	medium	"known-string raw hit for "".. I'm not sold on the idea that all this was a coincidence."""
Row	resources.assets	raw_bytes			known_string_search	byte 13627091 (utf-8)	medium	known-string raw hit for 'Row'
Row’ and I are the only ones left	resources.assets	raw_bytes			known_string_search	byte 13663978 (utf-8)	medium	"known-string raw hit for ""Row' and I are the only ones left"""
Well, there goes Dorothy	resources.assets	raw_bytes			known_string_search	byte 13662969 (utf-8)	medium	known-string raw hit for 'Well, there goes Dorothy'
… Why did you choose me?	resources.assets	raw_bytes			known_string_search	byte 13669773 (utf-8)	medium	known-string raw hit for '... Why did you choose me?'
Row	resources.resource	raw_bytes			known_string_search	byte 2115741 (utf-8)	medium	known-string raw hit for 'Row'
